Digito,Nombre Imagen,P. Cuadrante 1,P. Cuadrante 2,P. Cuadrante 3,P. Cuadrante 4,P. Cuadrante 5,P. Cuadrante 6,P. Cuadrante 7,P. Cuadrante 8,P. Cuadrante 9
1,1_100006.jpg,0.0,0.1333,0.0,0.0,0.1333,0.0,0.0,0.0667,0.0
1,1_100008.jpg,0.0,0.1289,0.0,0.0,0.1244,0.0,0.0,0.0667,0.0
1,1_100013.jpg,0.0,0.1333,0.0,0.0,0.1067,0.0,0.0,0.0667,0.0
1,1_100032.jpg,0.0,0.1289,0.0,0.0,0.0711,0.0,0.0,0.0667,0.0
1,1_100049.jpg,0.0,0.1156,0.0,0.0,0.1111,0.0,0.0,0.0667,0.0
1,1_10005.jpg,0.0,0.0711,0.0,0.0,0.0667,0.0,0.0,0.0667,0.0
1,1_100056.jpg,0.0,0.1289,0.0,0.0,0.0667,0.0,0.0,0.0711,0.0
1,1_100065.jpg,0.0,0.1333,0.0,0.0,0.0889,0.0,0.0,0.0711,0.0
1,1_100066.jpg,0.0,0.1289,0.0,0.0,0.0844,0.0,0.0,0.0667,0.0
1,1_100079.jpg,0.0,0.1289,0.0,0.0,0.0756,0.0,0.0,0.0667,0.0
1,1_1001.jpg,0.0,0.0978,0.0267,0.0133,0.0933,0.0,0.0,0.0711,0.0
1,1_100180.jpg,0.0,0.1378,0.0,0.0,0.1244,0.0,0.0,0.0667,0.0
1,1_100185.jpg,0.0,0.1333,0.0,0.0,0.0844,0.0,0.0,0.0711,0.0
1,1_100191.jpg,0.0,0.12,0.0,0.0133,0.0978,0.0,0.0,0.0578,0.0178
1,1_100195.jpg,0.0,0.1378,0.0,0.0133,0.1067,0.0178,0.0222,0.0,0.0667
1,1_100203.jpg,0.0,0.1289,0.0,0.0178,0.0533,0.0356,0.0,0.0,0.0667
1,1_100208.jpg,0.0,0.0667,0.0578,0.0,0.0667,0.0667,0.04,0.0133,0.0756
1,1_100215.jpg,0.0,0.1244,0.0,0.0089,0.1244,0.0,0.0,0.04,0.0267
1,1_100229.jpg,0.0,0.1333,0.0,0.0,0.1244,0.0,0.0,0.0667,0.0
1,1_100233.jpg,0.0,0.1333,0.0,0.0,0.08,0.0,0.0,0.0667,0.0
1,1_100238.jpg,0.0,0.1289,0.0,0.0,0.1289,0.0,0.0,0.0622,0.0
1,1_100243.jpg,0.0,0.1244,0.0,0.0,0.1333,0.0,0.0044,0.0622,0.0178
1,1_100276.jpg,0.0,0.1333,0.0,0.0,0.08,0.0,0.0,0.0667,0.0
1,1_100282.jpg,0.0,0.0267,0.1022,0.0222,0.0444,0.0756,0.0222,0.0,0.0756
1,1_100290.jpg,0.0,0.0667,0.0711,0.0089,0.0578,0.0178,0.0,0.0667,0.0
1,1_100293.jpg,0.0,0.0444,0.0889,0.0311,0.0489,0.0667,0.0133,0.0,0.0667
1,1_10030.jpg,0.0,0.0711,0.0,0.0,0.0667,0.0,0.0,0.0667,0.0
1,1_100346.jpg,0.0,0.1333,0.0,0.0,0.1156,0.0,0.0,0.0711,0.0
1,1_100349.jpg,0.0,0.08,0.0711,0.0178,0.0133,0.0667,0.0,0.0,0.0667
1,1_100358.jpg,0.0,0.0667,0.0667,0.0133,0.0933,0.0356,0.0044,0.0667,0.0
1,1_100372.jpg,0.0,0.0933,0.0,0.0,0.1333,0.0,0.0,0.0711,0.0
1,1_100418.jpg,0.0133,0.1422,0.0,0.0133,0.0444,0.0222,0.0,0.0,0.0667
1,1_100426.jpg,0.0,0.1422,0.0,0.0178,0.1333,0.0,0.0,0.0578,0.0222
1,1_100445.jpg,0.0578,0.0978,0.0,0.0667,0.0622,0.0133,0.0178,0.0,0.0667
1,1_100448.jpg,0.0,0.1111,0.0,0.0178,0.1022,0.0044,0.0,0.0,0.0667
1,1_100454.jpg,0.0,0.1333,0.0,0.0,0.1333,0.0,0.0,0.0978,0.0
1,1_100468.jpg,0.0,0.0667,0.0667,0.0,0.0667,0.0667,0.0178,0.0178,0.0756
1,1_100488.jpg,0.0,0.1467,0.0,0.0267,0.0889,0.04,0.0133,0.0,0.0711
1,1_100491.jpg,0.0,0.1022,0.0267,0.0,0.0667,0.0667,0.0222,0.0356,0.0667
1,1_100545.jpg,0.0,0.1244,0.0,0.0,0.0978,0.0,0.0,0.0667,0.0
1,1_100557.jpg,0.0,0.1289,0.0,0.0222,0.0978,0.0,0.0,0.0667,0.0044
1,1_100598.jpg,0.0,0.1111,0.0,0.0,0.08,0.0,0.0,0.0667,0.0
1,1_100605.jpg,0.0,0.1289,0.0,0.0,0.0978,0.0,0.0,0.0711,0.0
1,1_10061.jpg,0.0,0.0711,0.0,0.0,0.0667,0.0,0.0,0.0711,0.0
1,1_100614.jpg,0.0,0.1111,0.0,0.0,0.1022,0.0,0.0,0.0667,0.0
1,1_100615.jpg,0.0,0.1244,0.0,0.0,0.1022,0.0,0.0,0.0667,0.0
1,1_100628.jpg,0.0,0.1067,0.0,0.0,0.12,0.0,0.0,0.0667,0.0
1,1_100689.jpg,0.0,0.04,0.0844,0.0222,0.0444,0.0667,0.0,0.0,0.0667
1,1_100697.jpg,0.0,0.0489,0.0667,0.0267,0.04,0.0667,0.0,0.0,0.0667
1,1_100725.jpg,0.0,0.0844,0.0,0.0044,0.1289,0.0,0.0267,0.0667,0.0
1,1_100747.jpg,0.0,0.1333,0.0,0.0,0.0756,0.0,0.0,0.0667,0.0
1,1_10075.jpg,0.0,0.08,0.0,0.0,0.0667,0.0,0.0,0.0667,0.0
1,1_100752.jpg,0.0,0.1333,0.0,0.0,0.08,0.0,0.0,0.0667,0.0
1,1_10078.jpg,0.0,0.0844,0.0,0.0,0.0667,0.0,0.0,0.0756,0.0
1,1_100781.jpg,0.0,0.12,0.0,0.0,0.1111,0.0,0.0,0.0667,0.0
1,1_100785.jpg,0.0,0.1289,0.0,0.0,0.1156,0.0,0.0,0.0667,0.0
1,1_100793.jpg,0.0,0.1156,0.0,0.0089,0.12,0.0,0.0,0.0356,0.0311
1,1_100798.jpg,0.0,0.1289,0.0,0.0,0.0978,0.0,0.0,0.0667,0.0
1,1_100806.jpg,0.0,0.1289,0.0,0.0133,0.0978,0.0,0.0,0.0667,0.0
1,1_100822.jpg,0.0,0.0622,0.0667,0.0222,0.0356,0.0667,0.0,0.0,0.0667
1,1_100836.jpg,0.0,0.1289,0.0,0.0044,0.1111,0.0,0.0,0.0622,0.0044
1,1_10084.jpg,0.0,0.0667,0.0,0.0,0.0667,0.0,0.0,0.0667,0.0
1,1_100842.jpg,0.0,0.1333,0.0,0.0,0.1333,0.0,0.0,0.1111,0.0
1,1_10086.jpg,0.0,0.0711,0.0,0.0,0.0667,0.0,0.0,0.0711,0.0
1,1_100869.jpg,0.0,0.08,0.0533,0.0222,0.1067,0.0,0.0,0.0667,0.0
1,1_100874.jpg,0.0,0.1333,0.0,0.0,0.1244,0.0,0.0,0.0711,0.0
1,1_100883.jpg,0.0,0.0222,0.0844,0.0,0.0667,0.0667,0.0222,0.0267,0.0667
1,1_100888.jpg,0.0,0.1289,0.0,0.0,0.1067,0.0,0.0,0.0667,0.0
1,1_100904.jpg,0.0,0.1289,0.0,0.0,0.1111,0.0,0.0,0.0667,0.0
1,1_10091.jpg,0.0,0.0667,0.0,0.0,0.0667,0.0,0.0,0.0667,0.0
