Digito,Nombre Imagen,P. Cuadrante 1,P. Cuadrante 2,P. Cuadrante 3,P. Cuadrante 4,P. Cuadrante 5,P. Cuadrante 6,P. Cuadrante 7,P. Cuadrante 8,P. Cuadrante 9
2,2_100001.jpg,0.0267,0.0978,0.0,0.0178,0.0489,0.0,0.1067,0.0667,0.0533
2,2_100018.jpg,0.0667,0.0889,0.0,0.0,0.0667,0.0,0.0711,0.0978,0.0356
2,2_100024.jpg,0.0889,0.1156,0.0,0.0,0.0711,0.0,0.0756,0.1022,0.0578
2,2_100036.jpg,0.0,0.1467,0.0,0.0,0.0667,0.0,0.0933,0.0889,0.0356
2,2_100040.jpg,0.0444,0.0889,0.0,0.0,0.0667,0.0,0.1378,0.0711,0.0667
2,2_100054.jpg,0.04,0.0667,0.0622,0.0044,0.0222,0.0444,0.0356,0.12,0.0267
2,2_100115.jpg,0.0,0.1378,0.0,0.0,0.0667,0.0,0.0222,0.1156,0.0178
2,2_100125.jpg,0.0,0.12,0.0,0.0,0.0667,0.0,0.0533,0.1022,0.0222
2,2_100131.jpg,0.0711,0.1111,0.0,0.0178,0.0622,0.0,0.1067,0.0667,0.0578
2,2_100141.jpg,0.0,0.08,0.0756,0.0,0.0667,0.0044,0.0622,0.0933,0.0
2,2_100151.jpg,0.0756,0.0756,0.0,0.0,0.0667,0.0,0.0756,0.0889,0.0222
2,2_100156.jpg,0.0089,0.12,0.0,0.0,0.0667,0.0,0.0711,0.0711,0.0133
2,2_100163.jpg,0.0178,0.0933,0.0,0.0267,0.04,0.0,0.0889,0.0667,0.0311
2,2_100177.jpg,0.0,0.1244,0.0,0.0,0.0667,0.0,0.0844,0.0711,0.0267
2,2_100182.jpg,0.0,0.0933,0.0533,0.0,0.0622,0.0044,0.0222,0.1156,0.0
2,2_100225.jpg,0.0,0.1289,0.0,0.0,0.0667,0.0,0.0622,0.0889,0.0222
2,2_100239.jpg,0.0222,0.1244,0.0,0.0089,0.0578,0.0,0.1289,0.0667,0.0622
2,2_100272.jpg,0.0622,0.0667,0.0,0.0267,0.04,0.0,0.1244,0.0667,0.0667
2,2_100279.jpg,0.1022,0.0311,0.0,0.0222,0.0444,0.0,0.0978,0.0667,0.0667
2,2_100285.jpg,0.0356,0.1067,0.0,0.0089,0.0578,0.0,0.1022,0.0667,0.0267
2,2_100295.jpg,0.0756,0.1067,0.0,0.0089,0.0667,0.0,0.0711,0.0844,0.0489
2,2_100297.jpg,0.0667,0.0444,0.0,0.0267,0.04,0.0,0.1022,0.0667,0.0667
2,2_10036.jpg,0.0667,0.0622,0.0,0.0,0.0667,0.0044,0.0622,0.0756,0.0667
2,2_100362.jpg,0.1111,0.0,0.0,0.0667,0.0,0.0,0.1422,0.0667,0.0667
2,2_100364.jpg,0.1022,0.0,0.0,0.0667,0.0,0.0,0.0756,0.0667,0.0667
2,2_100373.jpg,0.0756,0.0667,0.0756,0.0,0.0222,0.0444,0.08,0.1333,0.0489
2,2_100376.jpg,0.1156,0.0,0.0,0.0667,0.0,0.0,0.0622,0.0667,0.0667
2,2_100388.jpg,0.1289,0.0,0.0,0.0844,0.0,0.0,0.0933,0.0667,0.0667
2,2_100397.jpg,0.0489,0.0978,0.0,0.0,0.0667,0.0,0.0756,0.0711,0.0311
2,2_100403.jpg,0.0356,0.1289,0.0,0.0,0.0667,0.0,0.0711,0.0889,0.0267
2,2_100413.jpg,0.0,0.0711,0.0711,0.0,0.04,0.0311,0.0444,0.1111,0.0222
2,2_100419.jpg,0.0711,0.0844,0.0,0.0444,0.0356,0.0,0.1111,0.0667,0.0533
2,2_100421.jpg,0.1422,0.0,0.0,0.0889,0.0,0.0,0.0844,0.0667,0.0667
2,2_100422.jpg,0.0133,0.1022,0.0,0.0,0.0844,0.0,0.0978,0.0667,0.0578
2,2_100429.jpg,0.0933,0.08,0.0,0.0,0.0667,0.0,0.0978,0.0889,0.0622
2,2_10048.jpg,0.0622,0.0844,0.0,0.0,0.0667,0.0,0.0533,0.0978,0.0622
2,2_100480.jpg,0.0578,0.0889,0.0,0.0,0.0667,0.0,0.0978,0.0844,0.0356
2,2_100484.jpg,0.0889,0.0756,0.0,0.0178,0.0489,0.0,0.1422,0.0667,0.0578
2,2_100486.jpg,0.1067,0.0844,0.0,0.0222,0.0533,0.0,0.1511,0.0667,0.0533
2,2_100492.jpg,0.0933,0.0844,0.0,0.0444,0.0444,0.0,0.1067,0.0667,0.0578
2,2_100500.jpg,0.0844,0.0578,0.0,0.0622,0.0356,0.0,0.1333,0.0667,0.0711
2,2_10051.jpg,0.0622,0.0356,0.0,0.04,0.0311,0.0,0.1022,0.0667,0.0667
2,2_100544.jpg,0.0,0.1378,0.0,0.0,0.0667,0.0,0.0622,0.0933,0.0267
2,2_100549.jpg,0.0356,0.0889,0.0,0.0,0.0711,0.0,0.0667,0.0667,0.0267
2,2_10055.jpg,0.0667,0.0933,0.0,0.0,0.0667,0.0,0.1111,0.0711,0.08
2,2_100559.jpg,0.0533,0.0933,0.0,0.0178,0.0533,0.0,0.0756,0.0667,0.0178
2,2_100574.jpg,0.0844,0.08,0.0,0.0178,0.0756,0.0,0.12,0.0667,0.0622
2,2_100578.jpg,0.0489,0.0844,0.0,0.0489,0.0178,0.0,0.1111,0.0667,0.0444
2,2_100590.jpg,0.0,0.1244,0.0,0.0,0.0756,0.0,0.0578,0.0844,0.0089
2,2_100603.jpg,0.0844,0.0533,0.0,0.0444,0.0356,0.0,0.0711,0.0667,0.0667
2,2_10064.jpg,0.0667,0.0711,0.0,0.0,0.0667,0.0,0.0933,0.0844,0.0578
2,2_100669.jpg,0.0,0.0933,0.0667,0.0,0.08,0.0178,0.08,0.0844,0.0311
2,2_100670.jpg,0.0578,0.0933,0.0,0.0,0.0711,0.0,0.1422,0.0667,0.0578
2,2_100678.jpg,0.0444,0.1022,0.0,0.0089,0.0622,0.0,0.0933,0.0667,0.0311
2,2_100688.jpg,0.0444,0.0844,0.0,0.0089,0.08,0.0,0.0933,0.0667,0.0356
2,2_100693.jpg,0.0578,0.12,0.0,0.0,0.0667,0.0,0.0489,0.1067,0.04
2,2_100699.jpg,0.0489,0.04,0.0,0.0222,0.0444,0.0,0.1244,0.0667,0.0667
2,2_100707.jpg,0.0533,0.0889,0.0,0.0222,0.0444,0.0,0.1156,0.0667,0.0444
2,2_100712.jpg,0.04,0.1022,0.0178,0.0,0.0711,0.0178,0.0178,0.1156,0.0356
2,2_100728.jpg,0.0222,0.1022,0.0,0.0,0.0711,0.0,0.0711,0.1156,0.0311
2,2_100730.jpg,0.0,0.1422,0.0,0.0044,0.0711,0.0,0.0978,0.0667,0.0356
2,2_100744.jpg,0.0,0.1156,0.0,0.0,0.0667,0.0,0.0267,0.1067,0.0044
