Digito,Nombre Imagen,P. Cuadrante 1,P. Cuadrante 2,P. Cuadrante 3,P. Cuadrante 4,P. Cuadrante 5,P. Cuadrante 6,P. Cuadrante 7,P. Cuadrante 8,P. Cuadrante 9
3,3_100037.jpg,0.0667,0.0889,0.0,0.0,0.0756,0.0844,0.0622,0.0711,0.0711
3,3_100068.jpg,0.0,0.0844,0.0622,0.0,0.0756,0.0444,0.0533,0.0667,0.0622
3,3_100091.jpg,0.0222,0.1111,0.0,0.0,0.0933,0.0133,0.0,0.0622,0.0444
3,3_100096.jpg,0.0133,0.1244,0.0,0.0,0.0756,0.0267,0.0311,0.08,0.0267
3,3_100103.jpg,0.0,0.1244,0.0,0.0,0.08,0.0,0.0222,0.1422,0.0356
3,3_100113.jpg,0.0,0.0578,0.0844,0.0,0.0,0.0978,0.0933,0.0667,0.04
3,3_100119.jpg,0.0444,0.1111,0.0,0.0,0.04,0.0667,0.0578,0.0711,0.0267
3,3_100167.jpg,0.0,0.1156,0.0,0.0,0.0756,0.0311,0.0311,0.08,0.0489
3,3_100220.jpg,0.0,0.1378,0.0,0.0,0.0444,0.0489,0.0667,0.0667,0.0533
3,3_100223.jpg,0.0267,0.0844,0.0533,0.0,0.1111,0.04,0.04,0.0711,0.0622
3,3_10032.jpg,0.0222,0.0756,0.0489,0.0,0.1156,0.0,0.0044,0.0756,0.0
3,3_10037.jpg,0.0489,0.0978,0.0178,0.0,0.08,0.0267,0.0178,0.0711,0.0444
3,3_100427.jpg,0.0622,0.1111,0.0,0.0,0.0267,0.0889,0.0311,0.0756,0.0711
3,3_10043.jpg,0.0044,0.1022,0.0133,0.0,0.04,0.0356,0.0044,0.08,0.0044
3,3_100430.jpg,0.04,0.1244,0.0,0.0,0.0756,0.0756,0.0622,0.0667,0.08
3,3_10045.jpg,0.0267,0.0711,0.0533,0.0,0.0978,0.0356,0.0178,0.0711,0.0311
3,3_100482.jpg,0.0711,0.1067,0.0,0.0,0.1067,0.0489,0.0622,0.0667,0.0889
3,3_100561.jpg,0.04,0.0978,0.0,0.0,0.0711,0.0711,0.0756,0.0667,0.0711
3,3_100567.jpg,0.0356,0.0667,0.0667,0.0089,0.0133,0.0933,0.0667,0.0667,0.0533
3,3_100570.jpg,0.0311,0.0978,0.0,0.0,0.0711,0.0311,0.0267,0.08,0.0311
3,3_100575.jpg,0.0489,0.0667,0.0889,0.0,0.04,0.1067,0.0,0.0356,0.1022
3,3_100617.jpg,0.0133,0.0667,0.0267,0.0311,0.1333,0.0267,0.0178,0.0711,0.0756
3,3_100640.jpg,0.0267,0.12,0.0,0.0,0.0844,0.04,0.0222,0.0667,0.0489
3,3_100645.jpg,0.0089,0.0889,0.0,0.0,0.12,0.0089,0.0178,0.0889,0.0311
3,3_100652.jpg,0.0089,0.1022,0.0,0.0,0.0978,0.0133,0.0044,0.0844,0.0356
3,3_10067.jpg,0.0267,0.0756,0.0622,0.0,0.0667,0.0267,0.0222,0.0667,0.0444
3,3_100676.jpg,0.0133,0.12,0.0311,0.0,0.0622,0.0489,0.0356,0.0711,0.0667
