Digito,Nombre Imagen,P. Cuadrante 1,P. Cuadrante 2,P. Cuadrante 3,P. Cuadrante 4,P. Cuadrante 5,P. Cuadrante 6,P. Cuadrante 7,P. Cuadrante 8,P. Cuadrante 9
7,7_100064.jpg,0.04,0.1022,0.0,0.0133,0.1289,0.04,0.0178,0.0489,0.0
7,7_100084.jpg,0.0044,0.1111,0.0,0.0,0.1289,0.0,0.0,0.0711,0.0
7,7_100112.jpg,0.0311,0.0756,0.08,0.0,0.1111,0.0,0.0311,0.0444,0.0
7,7_100613.jpg,0.0711,0.1156,0.0,0.0,0.1067,0.0578,0.0,0.0667,0.0
7,7_100633.jpg,0.0089,0.1067,0.0,0.0,0.12,0.0044,0.0,0.0667,0.0
7,7_100675.jpg,0.0311,0.0667,0.0756,0.0,0.1067,0.0267,0.0,0.0667,0.0
7,7_10140.jpg,0.0,0.2044,0.0,0.0,0.08,0.0,0.0,0.0667,0.0
7,7_101959.jpg,0.0311,0.0667,0.1156,0.0,0.0711,0.0044,0.0044,0.0978,0.0
7,7_101989.jpg,0.04,0.0667,0.08,0.0,0.08,0.0889,0.0,0.0889,0.0
7,7_102093.jpg,0.0044,0.1022,0.0267,0.0133,0.1289,0.0089,0.0,0.08,0.0
7,7_102113.jpg,0.0489,0.0667,0.1111,0.0,0.0133,0.1067,0.0,0.0711,0.0133
7,7_102141.jpg,0.0267,0.0667,0.08,0.0,0.1022,0.0044,0.0,0.1067,0.0
7,7_103153.jpg,0.0133,0.1111,0.0222,0.0089,0.1289,0.0089,0.0,0.0756,0.0
7,7_103181.jpg,0.0311,0.08,0.0489,0.0,0.1244,0.0267,0.0,0.0667,0.0
7,7_103201.jpg,0.0311,0.1156,0.0,0.0133,0.1289,0.0267,0.0578,0.0133,0.0
7,7_103229.jpg,0.0311,0.0978,0.0356,0.0,0.1244,0.0311,0.0356,0.0356,0.0
7,7_103486.jpg,0.0578,0.0889,0.0622,0.0044,0.1333,0.0533,0.0,0.0667,0.0
7,7_104061.jpg,0.0533,0.0667,0.0622,0.0,0.0311,0.0489,0.0,0.12,0.0489
7,7_104081.jpg,0.0089,0.1022,0.0,0.0,0.1244,0.0089,0.0,0.08,0.0
7,7_104109.jpg,0.0267,0.0667,0.0533,0.0,0.1156,0.0356,0.0,0.0667,0.0
7,7_104292.jpg,0.0711,0.0933,0.0,0.0311,0.1289,0.0667,0.0,0.0533,0.0
7,7_10432.jpg,0.0,0.1556,0.0,0.0,0.0844,0.0,0.0,0.0667,0.0
7,7_105655.jpg,0.04,0.0844,0.0578,0.0622,0.1289,0.0578,0.0267,0.0489,0.0
7,7_1061.jpg,0.0,0.1111,0.0311,0.0311,0.1289,0.0222,0.0,0.0756,0.0
7,7_10724.jpg,0.0844,0.0711,0.08,0.0578,0.0,0.0667,0.0,0.0356,0.0356
7,7_1085.jpg,0.0311,0.0667,0.1022,0.04,0.0711,0.1111,0.0,0.0667,0.0
7,7_11016.jpg,0.1289,0.0711,0.0578,0.0444,0.0,0.0667,0.0,0.0,0.0933
7,7_1102.jpg,0.0444,0.0711,0.0889,0.0311,0.1289,0.0356,0.0489,0.0178,0.0
7,7_111152.jpg,0.0133,0.1067,0.0311,0.0133,0.1289,0.0089,0.0222,0.0444,0.0
7,7_111890.jpg,0.08,0.0667,0.0711,0.0089,0.0667,0.0267,0.0,0.0756,0.0178
7,7_111964.jpg,0.04,0.0667,0.0978,0.0,0.1111,0.0578,0.0,0.08,0.0
7,7_112739.jpg,0.0622,0.1244,0.0,0.0,0.12,0.0578,0.0,0.08,0.0
7,7_112751.jpg,0.0311,0.0667,0.08,0.0044,0.0711,0.0889,0.0,0.0667,0.0
7,7_112769.jpg,0.04,0.0667,0.0533,0.0044,0.1378,0.0489,0.0667,0.0089,0.0
7,7_112796.jpg,0.0444,0.0978,0.04,0.0,0.1156,0.0489,0.0,0.08,0.0
7,7_11308.jpg,0.0578,0.0667,0.0978,0.0,0.0,0.0667,0.0,0.0,0.0667
7,7_1131.jpg,0.0222,0.0711,0.0667,0.0444,0.1289,0.04,0.0089,0.0578,0.0
7,7_113668.jpg,0.0444,0.0667,0.0711,0.0133,0.0667,0.1067,0.0,0.0267,0.04
7,7_1141.jpg,0.0267,0.0667,0.1111,0.0533,0.1156,0.0222,0.0044,0.0622,0.0
7,7_1148.jpg,0.04,0.08,0.0844,0.0667,0.1289,0.0622,0.0356,0.0356,0.0
7,7_11600.jpg,0.1022,0.08,0.0533,0.0178,0.0667,0.0,0.0,0.0711,0.0
7,7_1188.jpg,0.0222,0.12,0.0,0.0222,0.1289,0.0178,0.0,0.0711,0.0
7,7_11892.jpg,0.08,0.0667,0.08,0.0489,0.0,0.0667,0.0,0.0311,0.0356
7,7_1194.jpg,0.0,0.0978,0.0,0.0222,0.1422,0.0089,0.0,0.0933,0.0
7,7_1201.jpg,0.0356,0.1111,0.0,0.0489,0.1289,0.0444,0.0,0.0711,0.0
7,7_12184.jpg,0.0178,0.0844,0.0622,0.0,0.0667,0.0,0.0,0.0711,0.0
7,7_1227.jpg,0.0444,0.0667,0.0,0.0,0.0711,0.04,0.0444,0.1244,0.0
7,7_12476.jpg,0.0,0.1378,0.0,0.0,0.0756,0.0,0.0,0.0667,0.0
7,7_12768.jpg,0.0489,0.0933,0.0444,0.0978,0.0133,0.0533,0.0,0.0667,0.0
7,7_1277.jpg,0.0756,0.0,0.0,0.1289,0.0667,0.0667,0.0444,0.0178,0.0
7,7_13060.jpg,0.0622,0.0667,0.0533,0.0311,0.0,0.0667,0.0,0.0489,0.0267
7,7_13352.jpg,0.0844,0.0667,0.0622,0.0,0.0,0.0667,0.0,0.0,0.0667
7,7_13644.jpg,0.0533,0.0978,0.0667,0.0089,0.0667,0.0,0.04,0.0356,0.0
7,7_13936.jpg,0.0267,0.1067,0.0311,0.0,0.12,0.0222,0.0,0.0756,0.0
7,7_14228.jpg,0.0578,0.1111,0.0,0.0133,0.1289,0.0489,0.0044,0.0667,0.0
7,7_14520.jpg,0.0267,0.0889,0.08,0.0178,0.0489,0.0178,0.0,0.0667,0.0
7,7_14812.jpg,0.04,0.0756,0.0667,0.0,0.0667,0.0,0.0,0.0667,0.0
7,7_1501.jpg,0.0444,0.1022,0.0,0.0133,0.1289,0.0222,0.0,0.0667,0.0
7,7_1502.jpg,0.0444,0.1111,0.0,0.0,0.1156,0.0311,0.0,0.0667,0.0
7,7_1503.jpg,0.0578,0.0844,0.0,0.0044,0.1289,0.0311,0.0,0.0622,0.0
7,7_15104.jpg,0.0756,0.0889,0.0578,0.0667,0.0,0.0667,0.0,0.0356,0.04
7,7_15396.jpg,0.0711,0.1378,0.0,0.0222,0.0267,0.0533,0.0,0.0133,0.0578
7,7_1550.jpg,0.0756,0.0978,0.0,0.0356,0.1289,0.0578,0.0,0.0711,0.0
7,7_1559.jpg,0.0444,0.0978,0.0,0.0,0.1289,0.0267,0.0,0.0667,0.0
