Digito,Nombre Imagen,P. Cuadrante 1,P. Cuadrante 2,P. Cuadrante 3,P. Cuadrante 4,P. Cuadrante 5,P. Cuadrante 6,P. Cuadrante 7,P. Cuadrante 8,P. Cuadrante 9
5,5_100010.jpg,0.0,0.12,0.0533,0.0133,0.0,0.0667,0.0756,0.0844,0.0311
5,5_100016.jpg,0.0,0.08,0.0622,0.0311,0.0667,0.0,0.0711,0.0889,0.0
5,5_100069.jpg,0.0,0.1244,0.0089,0.0,0.0667,0.0,0.0667,0.0844,0.0
5,5_100109.jpg,0.0,0.1067,0.0578,0.0178,0.0667,0.0,0.1022,0.0667,0.0
5,5_100118.jpg,0.0,0.0933,0.0178,0.0,0.0933,0.0,0.04,0.1022,0.0
5,5_100122.jpg,0.0,0.1156,0.0,0.0,0.1111,0.0,0.0178,0.1022,0.0
5,5_100145.jpg,0.0,0.1111,0.0089,0.0,0.0978,0.0267,0.0222,0.0711,0.0311
5,5_100172.jpg,0.0667,0.0667,0.0133,0.0489,0.0533,0.0,0.0578,0.0889,0.0
5,5_100618.jpg,0.0044,0.12,0.0356,0.0,0.12,0.0222,0.0667,0.0933,0.0222
5,5_100672.jpg,0.1067,0.0667,0.0667,0.08,0.0889,0.0,0.0933,0.0711,0.0
5,5_100681.jpg,0.0,0.0889,0.04,0.0,0.0667,0.0533,0.0533,0.0667,0.0489
5,5_100685.jpg,0.0,0.1289,0.0089,0.0,0.0889,0.0489,0.0222,0.0933,0.0311
5,5_100702.jpg,0.0,0.1289,0.0,0.0,0.1244,0.0,0.0,0.12,0.0
5,5_100739.jpg,0.0,0.0978,0.0,0.0,0.1067,0.0089,0.0089,0.0889,0.0444
5,5_100993.jpg,0.0,0.1244,0.0222,0.0,0.0889,0.0444,0.0622,0.0667,0.0622
5,5_101146.jpg,0.1067,0.0667,0.0489,0.1156,0.04,0.0,0.0133,0.0933,0.0
5,5_101675.jpg,0.0,0.1244,0.04,0.0,0.1022,0.0,0.0444,0.0978,0.0
5,5_101929.jpg,0.0089,0.1333,0.0356,0.0178,0.0978,0.0533,0.0444,0.0667,0.0711
5,5_101930.jpg,0.0756,0.0622,0.0,0.04,0.0667,0.04,0.0533,0.0667,0.0578
5,5_101931.jpg,0.0756,0.0756,0.0,0.04,0.0578,0.0356,0.0267,0.0711,0.0444
5,5_101961.jpg,0.1111,0.12,0.0356,0.0133,0.0133,0.0667,0.0578,0.0756,0.0622
5,5_101968.jpg,0.0933,0.0667,0.0133,0.0267,0.0889,0.0044,0.0356,0.08,0.1022
5,5_101969.jpg,0.0889,0.0444,0.0,0.0622,0.0756,0.0444,0.0311,0.0667,0.0711
5,5_101970.jpg,0.0844,0.0578,0.0,0.04,0.0756,0.04,0.0222,0.0711,0.0667
5,5_101978.jpg,0.0756,0.0756,0.0267,0.0667,0.0622,0.0,0.0444,0.0889,0.0
5,5_101987.jpg,0.0,0.0978,0.0311,0.0,0.0667,0.0311,0.0356,0.08,0.04
5,5_102039.jpg,0.0978,0.0667,0.0533,0.0889,0.0667,0.0,0.0844,0.1022,0.0
5,5_102045.jpg,0.0889,0.0667,0.0356,0.0533,0.0667,0.0533,0.0489,0.0711,0.0533
5,5_102098.jpg,0.0,0.1333,0.0267,0.0089,0.1111,0.0578,0.0444,0.0667,0.08
5,5_102138.jpg,0.0622,0.0667,0.0578,0.0667,0.0711,0.0267,0.0711,0.08,0.0311
5,5_102147.jpg,0.0356,0.0978,0.0178,0.0444,0.08,0.0267,0.0133,0.1022,0.0133
5,5_102151.jpg,0.0,0.0889,0.0444,0.0,0.1156,0.0133,0.0489,0.0667,0.0622
5,5_102156.jpg,0.0,0.1111,0.0133,0.0,0.12,0.0,0.0311,0.12,0.0
5,5_102183.jpg,0.0089,0.1289,0.04,0.0222,0.1067,0.0,0.0578,0.0844,0.0
5,5_102288.jpg,0.0889,0.0667,0.0267,0.08,0.0756,0.0,0.04,0.08,0.0533
5,5_102946.jpg,0.0,0.1156,0.0,0.0133,0.08,0.0533,0.04,0.0667,0.0622
5,5_103029.jpg,0.0933,0.0667,0.0489,0.0533,0.0667,0.0489,0.08,0.0711,0.0133
5,5_103034.jpg,0.0889,0.0711,0.0267,0.0222,0.0444,0.0,0.0133,0.1022,0.0
5,5_103057.jpg,0.08,0.0667,0.0667,0.08,0.0667,0.0,0.0889,0.0178,0.0
5,5_103132.jpg,0.0667,0.0711,0.0444,0.0667,0.0844,0.0578,0.0489,0.0889,0.0533
5,5_103133.jpg,0.0,0.1822,0.0089,0.0356,0.1067,0.0,0.0356,0.1333,0.0
5,5_103134.jpg,0.0,0.1867,0.0133,0.0,0.0311,0.0667,0.0311,0.1022,0.0356
5,5_103142.jpg,0.1511,0.1156,0.0622,0.1022,0.0711,0.0,0.0844,0.1111,0.0
5,5_103151.jpg,0.0044,0.1244,0.0311,0.0533,0.0889,0.0222,0.0444,0.0711,0.0667
